,CIK,Company_Name,Filing,Date,Hedge_Positive,Hedge_FalsePositive
1186,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-08-11,1,
1187,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-11-14,1,
1188,1830197,Home Point Capital Inc. (HMPT) (CIK 0001830197),10-Q,2022-11-14,1,
1189,1110611,ON24 INC. (ONTF) (CIK 0001110611),10-Q,2021-11-12,1,
1190,1830043,Bumble Inc. (BMBL) (CIK 0001830043),10-K,2021-03-15,1,
1191,1830043,Bumble Inc. (BMBL) (CIK 0001830043),10-K,2022-03-16,1,
1192,1825088,"Dream Finders Homes, Inc. (DFH) (CIK 0001825088)",10-K,2021-03-30,1,
1193,1828791,Viant Technology Inc. (DSP) (CIK 0001828791),10-Q,2021-11-10,1,
1194,1652724,"Lucira Health, Inc. (LHDX) (CIK 0001652724)",10-K,2022-03-31,1,
1195,1840572,"Bowlero Corp. (BOWL, BOWL-WT) (CIK 0001840572)",10-Q,2022-02-09,1,
1196,1840572,"Bowlero Corp. (BOWL, BOWL-WT) (CIK 0001840572)",10-Q,2022-05-11,1,
1197,1840572,Bowlero Corp. (BOWL) (CIK 0001840572),10-K,2022-09-15,1,
1198,1840572,Bowlero Corp. (BOWL) (CIK 0001840572),10-Q,2022-11-16,1,
1199,1807707,"AppHarvest, Inc. (APPH, APPHW) (CIK 0001807707)",10-Q,2021-08-11,1,
1200,1807707,"AppHarvest, Inc. (APPH, APPHW) (CIK 0001807707)",10-Q,2021-11-10,1,
1201,1807707,"AppHarvest, Inc. (APPH, APPHW) (CIK 0001807707)",10-K,2022-03-01,1,
1202,1807707,"AppHarvest, Inc. (APPH, APPHW) (CIK 0001807707)",10-Q,2022-05-03,1,
1203,1807707,"AppHarvest, Inc. (APPH, APPHW) (CIK 0001807707)",10-Q,2022-08-03,1,
1204,1807707,"AppHarvest, Inc. (APPH, APPHW) (CIK 0001807707)",10-Q,2022-11-07,1,
1205,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-Q,2021-05-11,1,
1206,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-Q,2021-08-05,1,
1207,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-Q,2021-11-04,1,
1208,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-K,2022-03-10,1,
1209,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-Q,2022-05-10,1,
1210,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-Q,2022-08-09,1,
1211,1822523,"AFC Gamma, Inc. (AFCG) (CIK 0001822523)",10-Q,2022-11-08,1,
1212,1803914,"PLBY Group, Inc. (PLBY) (CIK 0001803914)",10-Q,2022-11-09,1,
1213,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-K,2021-04-01,1,
1214,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-Q,2021-06-04,1,
1215,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-Q,2021-09-03,1,
1216,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-Q,2021-12-03,1,
1217,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-K,2022-03-18,1,
1218,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-Q,2022-06-03,1,
1219,1834585,JOANN Inc. (JOAN) (CIK 0001834585),10-Q,2022-09-02,1,
1220,1834584,"Coupang, Inc. (CPNG) (CIK 0001834584)",10-Q,2021-05-13,1,
1221,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-Q,2021-05-18,1,
1222,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-Q,2021-08-02,1,
1223,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-Q,2021-10-27,1,
1224,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-K,2022-03-09,1,
1225,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-K,2022-03-09,1,
1226,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-K,2022-03-09,1,
1227,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-Q,2022-04-29,1,
1228,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-Q,2022-07-29,1,
1229,1834622,"Hayward Holdings, Inc. (HAYW) (CIK 0001834622)",10-Q,2022-11-02,1,
1230,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-Q,2021-06-07,1,
1231,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-K,2021-10-04,1,
1232,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-Q,2021-12-08,1,
1233,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-Q,2022-03-10,1,
1234,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-Q,2022-06-02,1,
1235,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-K,2022-09-28,1,
1236,1835256,"Duckhorn Portfolio, Inc. (NAPA) (CIK 0001835256)",10-K,2022-09-28,1,
1237,1751008,Applovin Corp (APP) (CIK 0001751008),10-Q,2021-05-14,1,
1238,1751008,Applovin Corp (APP) (CIK 0001751008),10-Q,2021-08-13,1,
1239,1751008,AppLovin Corp (APP) (CIK 0001751008),10-Q,2021-11-12,1,
1240,1751008,AppLovin Corp (APP) (CIK 0001751008),10-K,2022-03-11,1,
1241,1751008,AppLovin Corp (APP) (CIK 0001751008),10-Q,2022-05-13,1,
1242,1751008,AppLovin Corp (APP) (CIK 0001751008),10-Q,2022-08-12,1,
1243,1751008,AppLovin Corp (APP) (CIK 0001751008),10-Q,2022-11-10,1,
1244,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2021-05-13,1,
1245,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2021-08-04,1,
1246,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2021-11-10,1,
1247,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-K,2022-02-23,1,
1248,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-K,2022-02-23,1,
1249,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2022-05-12,1,
1250,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2022-07-27,1,
1251,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2022-07-27,1,
1252,1670076,"Frontier Group Holdings, Inc. (ULCC) (CIK 0001670076)",10-Q,2022-10-26,1,
1253,1816581,"Ouster, Inc. (OUST, OUST-WT) (CIK 0001816581)",10-Q,2022-05-06,1,
1254,1789769,"Instil Bio, Inc. (TIL) (CIK 0001789769)",10-Q,2022-08-12,1,
1255,1789769,"Instil Bio, Inc. (TIL) (CIK 0001789769)",10-Q,2022-08-12,1,
1256,1789769,"Instil Bio, Inc. (TIL) (CIK 0001789769)",10-Q,2022-08-12,1,
1257,1789769,"Instil Bio, Inc. (TIL) (CIK 0001789769)",10-Q,2022-11-14,1,
1258,1733257,"Finch Therapeutics Group, Inc. (FNCH) (CIK 0001733257)",10-Q,2022-05-16,1,
1259,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-Q,2021-05-14,1,
1260,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-Q,2021-08-13,1,
1261,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-Q,2021-11-05,1,
1262,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-K,2022-03-11,1,
1263,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-Q,2022-05-10,1,
1264,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-Q,2022-08-04,1,
1265,1831617,"Diversey Holdings, Ltd. (DSEY) (CIK 0001831617)",10-Q,2022-11-03,1,
1266,1831840,"SEMrush Holdings, Inc. (SEMR) (CIK 0001831840)",10-Q,2022-05-16,1,
1267,1563568,"ADOMANI, INC. (ADOM) (CIK 0001563568)",10-Q,2018-08-09,1,
1268,1563568,"ADOMANI, INC. (ADOM) (CIK 0001563568)",10-Q,2018-10-24,1,
1269,1563568,"ADOMANI, INC. (ADOM) (CIK 0001563568)",10-Q,2019-05-03,1,
1270,1563568,"ADOMANI, INC. (ADOM) (CIK 0001563568)",10-Q,2019-07-29,1,
1271,1563568,"ADOMANI, INC. (ADOM) (CIK 0001563568)",10-Q,2019-10-25,1,
1272,1601830,"RECURSION PHARMACEUTICALS, INC. (RXRX) (CIK 0001601830)",10-Q,2021-11-10,1,
1273,1601830,"RECURSION PHARMACEUTICALS, INC. (RXRX) (CIK 0001601830)",10-K,2022-03-23,1,
1274,1601830,"RECURSION PHARMACEUTICALS, INC. (RXRX) (CIK 0001601830)",10-Q,2022-05-10,1,
1275,1601830,"RECURSION PHARMACEUTICALS, INC. (RXRX) (CIK 0001601830)",10-Q,2022-08-09,1,
1276,1349929,"CANCER GENETICS, INC (CGIX) (CIK 0001349929)",10-Q,2013-05-15,1,
1277,1349929,"CANCER GENETICS, INC (CGIX) (CIK 0001349929)",10-Q,2013-08-05,1,
1278,1349929,"CANCER GENETICS, INC (CGIX) (CIK 0001349929)",10-Q,2013-11-13,1,
1279,1349929,"CANCER GENETICS, INC (CGIX) (CIK 0001349929)",10-Q,2015-05-11,1,
1280,1349929,"CANCER GENETICS, INC (CGIX) (CIK 0001349929)",10-K,2017-03-23,1,
1281,1349929,"CANCER GENETICS, INC (CGIX) (CIK 0001349929)",10-K,2017-03-23,1,
1282,1828937,"Finance of America Companies Inc. (FOA, FOA-WT) (CIK 0001828937)",10-Q,2021-08-16,1,
1283,1828937,"Finance of America Companies Inc. (FOA, FOA-WT) (CIK 0001828937)",10-Q,2021-11-12,1,
1284,1828937,"Finance of America Companies Inc. (FOA, FOA-WT) (CIK 0001828937)",10-K,2022-03-15,1,
1285,1828937,"Finance of America Companies Inc. (FOA, FOA-WT) (CIK 0001828937)",10-Q,2022-05-10,1,
1286,1828937,"Finance of America Companies Inc. (FOA, FOA-WT) (CIK 0001828937)",10-Q,2022-08-09,1,
1287,1828937,"Finance of America Companies Inc. (FOA, FOA-WT) (CIK 0001828937)",10-Q,2022-11-09,1,
1288,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2018-11-16,1,
1289,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-K,2019-03-28,1,
1290,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2019-05-13,1,
1291,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2019-08-12,1,
1292,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2019-11-12,1,
1293,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-K,2020-03-31,1,
1294,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2020-05-13,1,
1295,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2020-08-14,1,
1296,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2020-11-06,1,
1297,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-K,2021-03-29,1,
1298,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2021-05-17,1,
1299,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q/A,2021-05-18,1,
1300,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2021-08-16,1,
1301,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2021-11-16,1,
1302,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-K,2022-04-14,1,
1303,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-K/A,2022-05-23,1,
1304,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2022-05-23,1,
1305,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2022-08-15,1,
1306,1737372,"Sysorex, Inc. (SYSX) (CIK 0001737372)",10-Q,2022-11-14,1,
1307,1783032,"Elevation Oncology, Inc. (ELEV) (CIK 0001783032)",10-Q,2022-11-03,1,
1308,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-K,2022-06-29,1,
1309,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-K/A,2022-06-30,1,
1310,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-Q,2022-08-12,1,
1311,1843162,Silver Spike Investment Corp. (SSIC) (CIK 0001843162),10-Q,2022-11-10,1,
1312,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-K,2019-03-18,1,
1313,1736035,Blackstone / GSO Secured Lending Fund (CIK 0001736035),10-K,2020-02-28,1,
1314,1736035,Blackstone Secured Lending Fund (CIK 0001736035),10-K,2021-03-04,1,
1315,1736035,Blackstone Secured Lending Fund (BXSL) (CIK 0001736035),10-K,2022-02-28,1,
1316,1889539,"Corebridge Financial, Inc. (CRBG) (CIK 0001889539)",10-Q,2022-11-09,1,
1317,1903382,"Bluerock Homes Trust, Inc. (BHM) (CIK 0001903382)",10-Q,2022-11-04,1,
1318,1903382,"Bluerock Homes Trust, Inc. (BHM) (CIK 0001903382)",10-Q,2022-11-04,1,
1319,1012616,BANK PLUS CORP (CIK 0001012616),10-K,2001-04-02,1,
1320,948086,PEPSIAMERICAS INC (CIK 0000948086),10-Q,2000-08-11,1,
1321,948086,PEPSIAMERICAS INC (CIK 0000948086),10-Q,2000-11-14,1,
1322,949587,BLUE WAVE SYSTEMS INC (CIK 0000949587),10-K,2000-09-28,1,
1323,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-K,2001-04-16,1,
1324,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q,2001-05-15,1,
1325,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q,2001-08-14,1,
1326,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q,2001-11-07,1,
1327,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-K,2002-03-05,1,
1328,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q,2002-05-15,1,
1329,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q,2002-08-07,1,
1330,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q,2002-11-01,1,
1331,904541,DISC GRAPHICS INC /DE/ (CIK 0000904541),10-Q/A,2002-11-13,1,
1332,1002175,LABTEC INC /MA (CIK 0001002175),10-Q,2000-08-14,1,
1333,1002175,LABTEC INC /MA (CIK 0001002175),10-Q,2000-11-13,1,
1334,1002175,LABTEC INC /MA (CIK 0001002175),10-Q,2001-02-14,1,
1335,1003113,MOLECULAR DEVICES CORP (CIK 0001003113),10-Q,2003-05-15,1,
1336,1003113,MOLECULAR DEVICES CORP (CIK 0001003113),10-Q/A,2003-05-16,1,
1337,1003113,MOLECULAR DEVICES CORP (CIK 0001003113),10-Q,2003-08-13,1,
1338,1003113,MOLECULAR DEVICES CORP (CIK 0001003113),10-Q,2003-10-31,1,
1339,906611,DAL TILE INTERNATIONAL INC (CIK 0000906611),10-Q,2000-11-13,1,
1340,906611,DAL TILE INTERNATIONAL INC (CIK 0000906611),10-K,2001-03-15,1,
1341,906611,DAL TILE INTERNATIONAL INC (CIK 0000906611),10-Q,2001-04-18,1,
1342,357191,AREA BANCSHARES CORP (CIK 0000357191),10-Q,2001-05-14,1,
1343,357191,AREA BANCSHARES CORP (CIK 0000357191),10-Q,2001-08-14,1,
1344,357191,AREA BANCSHARES CORP (CIK 0000357191),10-Q,2001-11-14,1,
1345,1002532,OMNIPOINT CORP \DE\ (CIK 0001002532),10-Q,2000-11-20,1,
1346,1002532,OMNIPOINT CORP \DE\ (CIK 0001002532),10-Q,2001-05-15,1,
1347,943548,QUEEN SAND RESOURCES INC (CIK 0000943548),10-K,2000-08-29,1,
1348,943548,QUEEN SAND RESOURCES INC (CIK 0000943548),10-K,2000-08-29,1,
1349,1003934,UNIDIGITAL INC (CIK 0001003934),10-Q,2000-07-24,1,
1350,1007507,MORRISON MANAGEMENT SPECIALISTS INC (CIK 0001007507),10-K,2000-08-23,1,
1351,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2000-08-14,1,
1352,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2001-02-14,1,
1353,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2001-05-15,1,
1354,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2001-08-14,1,
1355,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-K,2001-12-27,1,
1356,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2002-02-14,1,
1357,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2002-05-15,1,
1358,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-Q,2002-08-14,1,
1359,1003936,PITTSBURGH FINANCIAL CORP (CIK 0001003936),10-K,2002-12-23,1,
1360,761682,WESTAR FINANCIAL SERVICES INC/WA/ (CIK 0000761682),10-Q,2000-08-21,1,
1361,1005508,YONKERS FINANCIAL CORP (CIK 0001005508),10-K,2000-12-29,1,
1362,1005508,YONKERS FINANCIAL CORP (CIK 0001005508),10-K,2002-01-02,1,
1363,1009403,MARCHFIRST INC (CIK 0001009403),10-Q,2000-11-20,1,
1364,934203,HARRINGTON FINANCIAL GROUP INC (CIK 0000934203),10-Q,2000-11-14,1,
1365,934203,HARRINGTON FINANCIAL GROUP INC (CIK 0000934203),10-Q,2001-02-14,1,
1366,934203,HARRINGTON FINANCIAL GROUP INC (CIK 0000934203),10-Q,2001-05-15,1,
1367,934203,HARRINGTON FINANCIAL GROUP INC (CIK 0000934203),10-Q,2001-11-14,1,
1368,944405,PARAVANT INC (CIK 0000944405),10-Q,2001-05-15,1,
1369,944405,PARAVANT INC (CIK 0000944405),10-Q,2001-08-14,1,
1370,944405,PARAVANT INC (CIK 0000944405),10-Q,2002-02-14,1,
1371,944405,PARAVANT INC (CIK 0000944405),10-Q,2002-05-15,1,
1372,944405,PARAVANT INC (CIK 0000944405),10-Q,2002-08-13,1,
1373,1305451,FSONA SYSTEMS CORP. (CIK 0001305451),10-Q,2008-05-20,1,
1374,1013466,FUSION MEDICAL TECHNOLOGIES INC (CIK 0001013466),10-K,2002-03-07,1,
1375,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2000-08-14,1,
1376,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2000-11-14,1,
1377,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-K,2001-03-30,1,
1378,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2001-05-14,1,
1379,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2001-08-10,1,
1380,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2001-11-09,1,
1381,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-K,2002-03-29,1,
1382,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2002-05-14,1,
1383,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2002-08-14,1,
1384,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2002-11-14,1,
1385,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-K,2003-03-31,1,
1386,911148,CADUS PHARMACEUTICAL CORP (KDUS) (CIK 0000911148),10-Q,2003-05-15,1,
1387,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2003-08-14,1,
1388,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2003-11-14,1,
1389,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2004-03-30,1,
1390,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2004-05-17,1,
1391,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2004-08-16,1,
1392,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2004-11-10,1,
1393,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2005-03-31,1,
1394,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2005-05-16,1,
1395,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2005-08-11,1,
1396,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2005-11-04,1,
1397,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2006-03-31,1,
1398,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2006-05-15,1,
1399,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2006-08-14,1,
1400,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2006-11-14,1,
1401,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2007-03-30,1,
1402,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2007-05-11,1,
1403,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2007-08-10,1,
1404,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2007-11-13,1,
1405,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2008-03-31,1,
1406,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2008-05-15,1,
1407,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2008-08-14,1,
1408,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2008-11-14,1,
1409,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2009-03-31,1,
1410,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2009-05-15,1,
1411,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2009-08-13,1,
1412,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2009-11-16,1,
1413,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2010-03-30,1,
1414,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2010-05-17,1,
1415,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2010-08-12,1,
1416,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2010-11-15,1,
1417,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2011-03-30,1,
1418,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2011-05-16,1,
1419,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2011-08-15,1,
1420,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2011-11-14,1,
1421,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2012-03-30,1,
1422,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2012-05-15,1,
1423,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2012-08-14,1,
1424,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2012-11-14,1,
1425,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2013-03-29,1,
1426,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2013-05-13,1,
1427,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2013-08-14,1,
1428,911148,CADUS CORP (KDUS) (CIK 0000911148),10-Q,2013-11-05,1,
1429,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2014-03-18,1,
1430,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2015-03-31,1,
1431,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2016-03-30,1,
1432,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2017-03-31,1,
1433,911148,CADUS CORP (KDUS) (CIK 0000911148),10-K,2018-03-12,1,
1434,945524,COMMODORE HOLDINGS LTD (CIK 0000945524),10-Q,2000-08-14,1,
1435,945524,COMMODORE HOLDINGS LTD (CIK 0000945524),10-Q,2000-08-14,1,
1436,1004967,PACIFIC GATEWAY EXCHANGE INC (CIK 0001004967),10-Q,2000-09-08,1,
1437,1014920,OPTIKA INC (CIK 0001014920),10-K,2003-03-26,1,
1438,915901,INVERNESS MEDICAL TECHNOLOGY INC/DE (CIK 0000915901),10-Q,2000-08-11,1,
1439,915901,INVERNESS MEDICAL TECHNOLOGY INC/DE (CIK 0000915901),10-Q,2000-11-01,1,
1440,915901,INVERNESS MEDICAL TECHNOLOGY INC/DE (CIK 0000915901),10-K,2001-04-02,1,
1441,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2000-08-14,1,
1442,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2000-11-14,1,
1443,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q/A,2000-11-17,1,
1444,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-K,2001-04-16,1,
1445,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-K,2001-04-16,1,
1446,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2001-05-15,1,
1447,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2001-08-20,1,
1448,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2001-11-19,1,
1449,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-K,2002-05-01,1,
1450,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2002-09-25,1,
1451,1014960,TELESPECTRUM WORLDWIDE INC (CIK 0001014960),10-Q,2002-11-14,1,
1452,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2009-03-31,1,
1453,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2010-03-31,1,
1454,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K/A,2010-04-05,1,
1455,1029315,OSI COLLECTION SERVICES INC (CIK 0001029315),10-K,2011-03-31,1,
1456,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2007-11-01,1,
1457,1406579,"RSC Equipment Rental, Inc. (CIK 0001406579)",10-K,2008-03-14,1,
1458,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2008-05-02,1,
1459,1406579,"RSC Equipment Rental, Inc. (CIK 0001406579)",10-Q,2008-07-31,1,
1460,1406579,"RSC Equipment Rental, Inc. (CIK 0001406579)",10-Q,2008-10-28,1,
1461,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-K,2009-02-25,1,
1462,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2009-05-07,1,
1463,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2009-07-30,1,
1464,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2009-10-29,1,
1465,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-K,2010-02-16,1,
1466,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-K/A,2010-02-18,1,
1467,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2010-04-23,1,
1468,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2010-07-22,1,
1469,1406578,"RSC Holdings III, LLC (CIK 0001406578)",10-Q,2010-10-21,1,
